Name,Artist,Album,Genre,Length,Path,UID 
Old School Game,The Seatbelts,Cowboy Bebop Boxed Set,Jazz/Blues/Rock,1:4,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Boxed Set (CD 04) - 13-Old School Game.mp3",130
Wandering Cowboy (Aoi ED Tada),The Seatbelts,Cowboy Bebop Boxed Set,Jazz/Blues/Rock,3:18,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Boxed Set (CD 05) [Mini-CD] - 01-Wandering Cowboy (Aoi ED Tada).mp3",131
Fascinating Horse Ride (E. Andy Masashi),The Seatbelts,Cowboy Bebop Boxed Set,Jazz/Blues/Rock,2:43,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Boxed Set (CD 05) [Mini-CD] - 02-Fascinating Horse Ride (E. Andy Masashi).mp3",132
Wandering Cowboy (Ein),The Seatbelts,Cowboy Bebop Boxed Set,Jazz/Blues/Rock,3:19,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Boxed Set (CD 05) [Mini-CD] - 03-Wandering Cowboy (Ein).mp3",133
American Money,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,1:7,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 01-American Money.mp3",134
Fantasie Sign,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,5:19,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 02-Fantasie Sign.mp3",135
Don't Bother None,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,3:41,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 03-Don't Bother None.mp3",136
Vitamin A,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,0:10,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 04-Vitamin A.mp3",137
LIVE in Baghdad,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,3:22,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 05-LIVE in Baghdad.mp3",138
Cats on Mars,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,2:46,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 06-Cats on Mars.mp3",139
Want It All Back,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,4:1,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 07-Want It All Back.mp3",140
Bindy,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,2:19,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 08-Bindy.mp3",141
You Make me Cool,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,3:11,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 09-You Make me Cool.mp3",142
Vitamin B,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,0:6,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 10-Vitamin B.mp3",143
Green Bird,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,1:54,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 11-Green Bird.mp3",144
ELM,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,5:2,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 12-ELM.mp3",145
Vitamin C,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,0:4,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 13-Vitamin C.mp3",146
Gateway,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,2:58,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 14-Gateway.mp3",147
The Singing Sea,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,4:40,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 15-The Singing Sea.mp3",148
The Egg and You,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,3:44,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 16-The Egg and You.mp3",149
Forever broke,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,3:14,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 17-Forever broke.mp3",150
Power of Kung Food Remix,The Seatbelts,Cowboy Bebop No Disc,Jazz/Blues/Rock,5:28,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop No Disc - 18-Power of Kung Food Remix.mp3",151
Bad Dog No Biscuit (live),The Seatbelts,Cowboy Bebop O.S.T. Future Blues (Live!) [DVD],Jazz/Blues/Rock,4:15,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues (Live!) [DVD] - Bad Dog No Biscuit (live).mp3",152
Blue (live),The Seatbelts,Cowboy Bebop O.S.T. Future Blues (Live!) [DVD],Jazz/Blues/Rock,5:18,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues (Live!) [DVD] - Blue (live).mp3",153
Piano Solo (live),The Seatbelts,Cowboy Bebop O.S.T. Future Blues (Live!) [DVD],Jazz/Blues/Rock,7:20,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues (Live!) [DVD] - Piano Solo (live).mp3",154
Tank! (live),The Seatbelts,Cowboy Bebop O.S.T. Future Blues (Live!) [DVD],Jazz/Blues/Rock,3:59,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues (Live!) [DVD] - Tank! (live).mp3",155
Want It All Back (Live),The Seatbelts,Cowboy Bebop O.S.T. Future Blues (Live!) [DVD],Jazz/Blues/Rock,4:49,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues (Live!) [DVD] - Want It All Back (Live).mp3",156
24 Hours Open,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,3:20,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 01-24 Hours Open.mp3",157
Pushing the Sky,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,4:7,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 02-Pushing the Sky.mp3",158
Time to Know~Be Waltz,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,3:50,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 03-Time to Know~Be Waltz.mp3",159
Clutch,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,5:16,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 04-Clutch.mp3",160
Musawe,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,3:28,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 05-Musawe.mp3",161
Yo Pumpkin Head,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,4:4,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 06-Yo Pumpkin Head.mp3",162
Diggin',The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,5:7,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 07-Diggin'.mp3",163
3.14,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,1:37,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 08-3.14.mp3",164
What Planet Is This,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,4:31,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 09-What Planet Is This.mp3",165
7 Minutes,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,6:48,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 10-7 Minutes.mp3",166
Fingers,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,4:24,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 11-Fingers.mp3",167
Powder,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,1:30,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 12-Powder.mp3",168
Butterfly,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,4:59,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 13-Butterfly.mp3",169
No Reply,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,6:1,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 14-No Reply.mp3",170
Dijurido,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,1:58,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 15-Dijurido.mp3",171
Gotta Knock a Ltl Harder,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,5:25,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 16-Gotta Knock a Ltl Harder.mp3",172
No Money,The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,1:21,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 17-No Money.mp3",173
Rain (Demo),The Seatbelts,Cowboy Bebop O.S.T. Future Blues,Jazz/Blues/Rock,3:24,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop O.S.T. Future Blues - 18-Rain (Demo).mp3",174
Radio Free Mars Talk 1,The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,1:13,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 01-Radio Free Mars Talk 1.mp3",175
Tank! (Luke Vibert Remix),The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,3:37,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 02-Tank! (Luke Vibert Remix).mp3",176
Radio Free Mars Talk 2,The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,0:39,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 03-Radio Free Mars Talk 2.mp3",177
Forever Broke (Fila Brazillia Rmx),The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,5:22,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 04-Forever Broke (Fila Brazillia Rmx).mp3",178
Radio Free Mars Talk 3,The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,0:35,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 05-Radio Free Mars Talk 3.mp3",179
Cats on Mars (DMX Krew Remix),The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,3:49,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 06-Cats on Mars (DMX Krew Remix).mp3",180
Radio Free Mars Talk 4,The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,0:48,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 07-Radio Free Mars Talk 4.mp3",181
Piano Black (Ian O'Brien Remix),The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,6:51,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 08-Piano Black (Ian O'Brien Remix).mp3",182
Cat Blues (Mr. Scuff Remix),The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,4:50,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 09-Cat Blues (Mr. Scuff Remix).mp3",183
Radio Free Mars Talk 5,The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,0:44,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 10-Radio Free Mars Talk 5.mp3",184
Fe (DJ Vadim Remix),The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,3:50,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 11-Fe (DJ Vadim Remix).mp3",185
Fantaisie Sign (Ian Pooley Remix),The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,4:46,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 12-Fantaisie Sign (Ian Pooley Remix).mp3",186
Radio Free Mars Talk 6,The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,0:26,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 13-Radio Free Mars Talk 6.mp3",187
Space Lion (4 Hero Remix),The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,6:20,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 14-Space Lion (4 Hero Remix).mp3",188
Radio Free Mars Talk 7,The Seatbelts,Cowboy Bebop Remixes: Music for Freelance,Jazz/Blues/Rock,0:23,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowboy Bebop Remixes Music for Freelance - 15-Radio Free Mars Talk 7.mp3",189
Goodnight Julia,The Seatbelts,Cowgirl Ed O.S.T,Jazz/Blues/Rock,1:56,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowgirl Ed - 01-Goodnight Julia.mp3",190
PAPA Plastic,The Seatbelts,Cowgirl Ed O.S.T,Jazz/Blues/Rock,4:11,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowgirl Ed - 02-PAPA Plastic.mp3",191
Telephone Shopping,The Seatbelts,Cowgirl Ed O.S.T,Jazz/Blues/Rock,0:18,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowgirl Ed - 03-Telephone Shopping.mp3",192
Kabutogani Kodai no Sakana,The Seatbelts,Cowgirl Ed O.S.T,Jazz/Blues/Rock,3:42,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowgirl Ed - 04-Kabutogani Kodai no Sakana.mp3",193
Slipper Sleaze,The Seatbelts,Cowgirl Ed O.S.T,Jazz/Blues/Rock,3:32,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowgirl Ed - 05-Slipper Sleaze.mp3",194
23 Hanashi,The Seatbelts,Cowgirl Ed O.S.T,Jazz/Blues/Rock,4:51,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Cowgirl Ed - 06-23 Hanashi.mp3",195
The Real Folk Blues,The Seatbelts,Vitaminless,Jazz/Blues/Rock,6:17,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Vitaminless - 01-The Real Folk Blues.mp3",196
Odd Ones,The Seatbelts,Vitaminless,Jazz/Blues/Rock,3:10,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Vitaminless - 02-Odd Ones.mp3",197
Doggy Dog,The Seatbelts,Vitaminless,Jazz/Blues/Rock,3:16,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Vitaminless - 03-Doggy Dog.mp3",198
Cats on Mars,The Seatbelts,Vitaminless,Jazz/Blues/Rock,2:45,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Vitaminless - 04-Cats on Mars.mp3",199
Spy,The Seatbelts,Vitaminless,Jazz/Blues/Rock,2:3,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Vitaminless - 05-Spy.mp3",200
Fantasie Sign,The Seatbelts,Vitaminless,Jazz/Blues/Rock,5:0,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Vitaminless - 06-Fantasie Sign.mp3",201
Piano Bar I,The Seatbelts,Vitaminless,Jazz/Blues/Rock,3:23,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Vitaminless - 07-Piano Bar I.mp3",202
Black Coffee,The Seatbelts,Vitaminless,Jazz/Blues/Rock,3:14,"C:\Users\Devon Welch\Downloads\Cowboy Bebop OST\The Seatbelts, Vitaminless - 08-Black Coffee.mp3",203
,Daft Punk,Random Access Memories,Other,4:30,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\01 - Give life back to music (1).mp3,0
,Daft Punk,Random Access Memories,Other,5:21,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\02 - The game of love.mp3,1
,Daft Punk,Random Access Memories,Other,9:3,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\03 - Giorgio by moroder.mp3,2
,Daft Punk,Random Access Memories,Other,3:45,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\04 - Within.mp3,3
,Daft Punk,Random Access Memories,Other,5:33,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\05 - Instant crush.mp3,4
,Daft Punk,Random Access Memories,Other,5:50,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\06 - Lose yourself to dance.mp3,5
,Daft Punk,Random Access Memories,Other,8:17,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\07 - Touch.mp3,6
,Daft Punk,Random Access Memories,Other,6:6,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\08 - Get lucky.mp3,7
,Daft Punk,Random Access Memories,Other,4:48,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\09 - Beyond.mp3,8
,Daft Punk,Random Access Memories,Other,5:40,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\10 - Motherboard.mp3,9
,Daft Punk,Random Access Memories,Other,4:37,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\11 - Fragments of time.mp3,10
,Daft Punk,Random Access Memories,Other,4:10,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\12 - Doin' it right.mp3,11
,Daft Punk,Random Access Memories,Other,6:19,C:\Users\Devon Welch\Downloads\Daft Punk - Random Access Memories (2013) [snanzbat]\13 - Contact.mp3,12
Overture,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,2:28,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\01 - Overture.mp3,0
The Grid,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,1:36,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\02 - The Grid.mp3,1
The Son of Flynn,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,1:35,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\03 - The Son of Flynn.mp3,2
Recognizer,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,2:37,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\04 - Recognizer.mp3,3
Armory,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,2:3,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\05 - Armory.mp3,4
Arena,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,1:33,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\06 - Arena.mp3,5
Rinzler,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,2:17,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\07 - Rinzler.mp3,6
The Game Has Changed,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,3:25,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\08 - The Game Has Changed.mp3,7
Outlands,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,2:42,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\09 - Outlands.mp3,8
Adagio For TRON,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,4:11,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\10 - Adagio For TRON.mp3,9
Nocturne,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,1:41,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\11 - Nocturne.mp3,10
End of Line,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,2:36,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\12 - End of Line.mp3,11
Derezzed,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,1:44,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\13 - Derezzed.mp3,12
Fall,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,1:22,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\14 - Fall.mp3,13
Solar Sailer,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,2:42,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\15 - Solar Sailer.mp3,14
Rectifier,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,2:14,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\16 - Rectifier.mp3,15
Disc Wars,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,4:11,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\17 - Disc Wars.mp3,16
C.L.U.,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,4:39,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\18 - C.L.U..mp3,17
Arrival,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,2:0,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\19 - Arrival.mp3,18
Flynn Lives,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,3:22,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\20 - Flynn Lives.mp3,19
TRON Legacy (End Titles),Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,3:17,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\21 - TRON Legacy (End Titles).mp3,20
Finale,Daft Punk,Tron Legacy (Original Motion Picture Soundtrack),Soundtrack,4:22,C:\Users\Devon Welch\Downloads\Daft Punk - Tron Legacy OST [2010-MP3-Cov][Bubanee]\22 - Finale.mp3,21
Alive 1997,Daft Punk,Alive 1997,Alternative,45:36,C:\Users\Devon Welch\Downloads\Daft Punk Discography\Alive 1997 (2001)\Daft Punk - Alive 1997.mp3,0
Aerodynamic [Daft Punk rmx],Daft Punk,Daft club,Alternative,6:11,C:\Users\Devon Welch\Downloads\Daft Punk Discography\Daft club (2003)\Daft Punk - Aerodynamic [Daft Punk rmx].mp3,0
Aerodynamic [Slum village rmx],Daft Punk,Daft club,Alternative,3:38,C:\Users\Devon Welch\Downloads\Daft Punk Discography\Daft club (2003)\Daft Punk - Aerodynamic [Slum village rmx].mp3,1
Aerodynamite,Daft Punk,Daft club,Alternative,7:48,C:\Users\Devon Welch\Downloads\Daft Punk Discography\Daft club (2003)\Daft Punk - Aerodynamite.mp3,2
Crescendolls [Laidback Luke rmx],Daft Punk,Daft club,Alternative,5:26,C:\Users\Devon Welch\Downloads\Daft Punk Discography\Daft club (2003)\Daft Punk - Crescendolls [Laidback Luke rmx].mp3,3
Digital love [Boris Dlugosh rmx],Daft Punk,Daft club,Alternative,7:30,C:\Users\Devon Welch\Downloads\Daft Punk Discography\Daft club (2003)\Daft Punk - Digital love [Boris Dlugosh rmx].mp3,4
Face to face [Cosmo Vitelli rmx],Daft Punk,Daft club,Alternative,4:55,C:\Users\Devon Welch\Downloads\Daft Punk Discography\Daft club (2003)\Daft Punk - Face to face [Cosmo Vitelli rmx].mp3,5
Face to face [Demon rmx],Daft Punk,Daft club,Alternative,7:0,C:\Users\Devon Welch\Downloads\Daft Punk Discography\Daft club (2003)\Daft Punk - Face to face [Demon rmx].mp3,6
